seed,domain,model,group,mae,rmse,r2,spearman,analysis
22,osm,direct_full,connected,0.08554674929065047,0.1655639259270682,-0.13803549220646505,0.6065149556670981,connectivity_group
22,osm,direct_full,disconnected,0.09202728112754614,0.2887952436008925,,0.0,connectivity_group
22,osm,direct_no_coordinates,connected,0.08387841222931633,0.16169459388184867,-0.08546387505554387,0.6055780300243453,connectivity_group
22,osm,direct_no_coordinates,disconnected,0.09078446453423712,0.28543554410435434,,0.0,connectivity_group
22,osm,direct_no_fiedler,connected,0.0866782182348161,0.16669978901670207,-0.15370420349452285,0.6026245760072658,connectivity_group
22,osm,direct_no_fiedler,disconnected,0.10843913981933957,0.31602395669550193,,0.0,connectivity_group
22,osm,residual_full,connected,0.08454835480594805,0.15696024558808047,-0.02283060337086984,0.7407287954436916,connectivity_group
22,osm,residual_full,disconnected,0.09382221535813279,0.2933828862819126,,0.0,connectivity_group
22,osm,residual_no_coordinates,connected,0.07823847239385873,0.14881565701506327,0.0805637406277554,0.7642929106064849,connectivity_group
22,osm,residual_no_coordinates,disconnected,0.08942481634659234,0.27918549779308927,,0.0,connectivity_group
22,osm,residual_no_fiedler,connected,0.08216648602259778,0.15585287779045115,-0.00844920126751969,0.7461859242587101,connectivity_group
22,osm,residual_no_fiedler,disconnected,0.1010239420638359,0.30120076443023125,,0.0,connectivity_group
22,osm,spectral,connected,0.08604636024803174,0.16188562804538462,-0.08803023391310649,0.8438850026945487,connectivity_group
22,osm,spectral,disconnected,0.9682987112264785,0.9693644074595548,,0.0,connectivity_group
22,osm,summary_mlp,connected,0.08578155182945513,0.15049096293943195,0.059745941127922864,0.4407747825749175,connectivity_group
22,osm,summary_mlp,disconnected,0.414996064045345,0.5044505134398712,,0.0,connectivity_group
22,synthetic,deepsets,connected,0.06945315249970754,0.09639753157074074,-0.5075229379059087,0.30849563603304464,connectivity_group
22,synthetic,deepsets,disconnected,0.23619463880147254,0.44192892109781173,,0.0,connectivity_group
22,synthetic,direct_full,connected,0.05782289472159311,0.09323516772228845,-0.41023541041864364,0.4737752437012879,connectivity_group
22,synthetic,direct_full,disconnected,0.18678589165210724,0.3781396518315028,,0.0,connectivity_group
22,synthetic,direct_no_coordinates,connected,0.048167705807092565,0.0803245890648343,-0.04671663773852486,0.4655707403209042,connectivity_group
22,synthetic,direct_no_coordinates,disconnected,0.2516670844384602,0.4716686337308243,,0.0,connectivity_group
22,synthetic,direct_no_fiedler,connected,0.04841775289747028,0.07787609140660258,0.016123936182782184,0.4723329537072798,connectivity_group
22,synthetic,direct_no_fiedler,disconnected,0.17241056369883673,0.36856970692958535,,0.0,connectivity_group
22,synthetic,residual_full,connected,0.029362080252444554,0.057089336006780726,0.47126009788184386,0.7027965644928464,connectivity_group
22,synthetic,residual_full,disconnected,0.16351973158972605,0.32078469121274295,,0.0,connectivity_group
22,synthetic,residual_no_coordinates,connected,0.028976160407161264,0.05789999421814636,0.45613746417232337,0.7470740724780153,connectivity_group
22,synthetic,residual_no_coordinates,disconnected,0.15041557380131312,0.3041860606947403,,0.0,connectivity_group
22,synthetic,residual_no_fiedler,connected,0.03054741597294912,0.05406357833269559,0.5258216982206774,0.7093145661000952,connectivity_group
22,synthetic,residual_no_fiedler,disconnected,0.18735867525850022,0.35850215498328075,,0.0,connectivity_group
22,synthetic,spectral,connected,0.020512409977785768,0.054813987070427374,0.5125670445067849,0.9706532253746837,connectivity_group
22,synthetic,spectral,disconnected,0.8513066840128726,0.8658103758278789,,0.0,connectivity_group
22,synthetic,summary_mlp,connected,0.05145402262678507,0.08478010703907252,-0.1660576531648117,0.30522054535195015,connectivity_group
22,synthetic,summary_mlp,disconnected,0.2981257728700127,0.45852996136204044,,0.0,connectivity_group
33,osm,deepsets,connected,0.09614799915949093,0.1720363222996041,-0.09448142537562432,0.22952267690310887,connectivity_group
33,osm,deepsets,disconnected,0.19030766090430268,0.3467947496870422,,0.0,connectivity_group
33,osm,direct_full,connected,0.09442751542728944,0.1727134467514724,-0.1031140046790473,0.29579078352863386,connectivity_group
33,osm,direct_full,disconnected,0.1042086952593881,0.2853331674356774,,0.0,connectivity_group
33,osm,direct_no_coordinates,connected,0.08805184022323324,0.1711841281731896,-0.08366509885140005,0.5694152927078301,connectivity_group
33,osm,direct_no_coordinates,disconnected,0.14385239426958393,0.3416466507754454,,0.0,connectivity_group
33,osm,direct_no_fiedler,connected,0.08828889387342397,0.17232083686261032,-0.09810453698804533,0.5470557631438286,connectivity_group
33,osm,direct_no_fiedler,disconnected,0.09476861170773114,0.28988216350560664,,0.0,connectivity_group
33,osm,residual_full,connected,0.0746000821524055,0.1574895174467239,0.08278446808285833,0.7950672837918916,connectivity_group
33,osm,residual_full,disconnected,0.09627250703116813,0.2853249228381417,,0.0,connectivity_group
33,osm,residual_no_coordinates,connected,0.07808910738995462,0.16431178733604873,0.001597786110291377,0.8303061458034322,connectivity_group
33,osm,residual_no_coordinates,disconnected,0.15948821952846554,0.38138093665719386,,0.0,connectivity_group
33,osm,residual_no_fiedler,connected,0.0733683959000871,0.1546351023715415,0.11573126875907436,0.8389058271804479,connectivity_group
33,osm,residual_no_fiedler,disconnected,0.0805555247356529,0.26998817240267176,,0.0,connectivity_group
33,osm,spectral,connected,0.08571017779221685,0.1716249934400834,-0.08925399898995745,0.8982240813527775,connectivity_group
33,osm,spectral,disconnected,0.9675154348872221,0.9686132547348165,,0.0,connectivity_group
33,osm,summary_mlp,connected,0.09308757736559713,0.1671804230363864,-0.03356771594626484,0.37850432326523,connectivity_group
33,osm,summary_mlp,disconnected,0.47582431087413657,0.5779035873351114,,0.0,connectivity_group
33,synthetic,deepsets,connected,0.06808838968019362,0.13011490586245472,-0.08029915035855306,0.23167937076642486,connectivity_group
33,synthetic,deepsets,disconnected,0.3814745350430409,0.5326183958279376,,0.0,connectivity_group
33,synthetic,direct_full,connected,0.07663955587855026,0.1290954532960305,-0.06343714169258208,0.11052987920037058,connectivity_group
33,synthetic,direct_full,disconnected,0.20842780967553456,0.39370009387551613,,0.0,connectivity_group
33,synthetic,direct_no_coordinates,connected,0.06670034835645183,0.11204311534955312,0.19894878678640493,0.6056852008488969,connectivity_group
33,synthetic,direct_no_coordinates,disconnected,0.1578520428389311,0.3540249693731568,,0.0,connectivity_group
33,synthetic,direct_no_fiedler,connected,0.0735063920461074,0.11981904754892661,0.08390258667352624,0.5775260785071809,connectivity_group
33,synthetic,direct_no_fiedler,disconnected,0.12904732736448446,0.3313987790903017,,0.0,connectivity_group
33,synthetic,residual_full,connected,0.05333024466414073,0.11965208527087508,0.08645388627448991,0.8124103883146038,connectivity_group
33,synthetic,residual_full,disconnected,0.1164906273285548,0.2803307987883123,,0.0,connectivity_group
33,synthetic,residual_no_coordinates,connected,0.03770715393310236,0.09399368133516597,0.43624909813663315,0.816800698122269,connectivity_group
33,synthetic,residual_no_coordinates,disconnected,0.13794826418161393,0.32546139863460793,,0.0,connectivity_group
33,synthetic,residual_no_fiedler,connected,0.057047575666013164,0.10293101470162959,0.32394436188987363,0.7883813367974006,connectivity_group
33,synthetic,residual_no_fiedler,disconnected,0.09951166609923044,0.2722629553174659,,0.0,connectivity_group
33,synthetic,spectral,connected,0.038963697462504776,0.10905024211629459,0.2411722593412181,0.9635352923454694,connectivity_group
33,synthetic,spectral,disconnected,0.9044104633919136,0.9115794976379276,,0.0,connectivity_group
33,synthetic,summary_mlp,connected,0.09154986432654316,0.16548013470226086,-0.7473570731468924,0.5114539401457185,connectivity_group
33,synthetic,summary_mlp,disconnected,0.23882566044727963,0.42344529273302645,,0.0,connectivity_group
44,osm,deepsets,connected,0.07927870757737555,0.1421669677991304,-0.013810065431869356,0.30279096517347764,connectivity_group
44,osm,deepsets,disconnected,0.14869900993643362,0.3322226373510856,,0.0,connectivity_group
44,osm,direct_full,connected,0.07126372824618864,0.14490001322083879,-0.05316410236261526,0.6510981977625662,connectivity_group
44,osm,direct_full,disconnected,0.09812097210894552,0.2986512537111865,,0.0,connectivity_group
44,osm,direct_no_coordinates,connected,0.07125537667916183,0.1433430409647198,-0.030652888075435536,0.6511242115044563,connectivity_group
44,osm,direct_no_coordinates,disconnected,0.09785135118127392,0.2986044811460611,,0.0,connectivity_group
44,osm,direct_no_fiedler,connected,0.07391548121645145,0.13777662816971972,0.04783919232379896,0.661989209856862,connectivity_group
44,osm,direct_no_fiedler,disconnected,0.09843825475035006,0.2957279520637586,,0.0,connectivity_group
44,osm,residual_full,connected,0.0564898946160047,0.12719232906241867,0.18851398969301125,0.8333685883240151,connectivity_group
44,osm,residual_full,disconnected,0.0925961686772082,0.28667905969899216,,0.0,connectivity_group
44,osm,residual_no_coordinates,connected,0.057535103282648756,0.1319753596584968,0.12633506431352493,0.8417057207190449,connectivity_group
44,osm,residual_no_coordinates,disconnected,0.0953971958670177,0.29506686697487616,,0.0,connectivity_group
44,osm,residual_no_fiedler,connected,0.0584838719470397,0.13369083977422697,0.10347480309334423,0.8335561242236029,connectivity_group
44,osm,residual_no_fiedler,disconnected,0.11731816977916057,0.3027488912287309,,0.0,connectivity_group
44,osm,spectral,connected,0.07159713714896188,0.1475691241073357,-0.09232078201864802,0.876996431762274,connectivity_group
44,osm,spectral,disconnected,0.9680132165424399,0.9691995629167987,,0.0,connectivity_group
44,osm,summary_mlp,connected,0.08173511904973445,0.13609812190886533,0.07089785717812702,0.4869173410784548,connectivity_group
44,osm,summary_mlp,disconnected,0.31528693569595356,0.41724146005948676,,0.0,connectivity_group
44,synthetic,deepsets,connected,0.04242453712359694,0.07395191168332886,-0.43581649018737467,0.07345351714386708,connectivity_group
44,synthetic,deepsets,disconnected,0.3553018140990068,0.5640734252485636,,0.0,connectivity_group
44,synthetic,direct_full,connected,0.04611472627119242,0.0718537805792139,-0.35549953651343547,0.5209349094766692,connectivity_group
44,synthetic,direct_full,disconnected,0.32400633339934487,0.5259347687488636,,0.0,connectivity_group
44,synthetic,direct_no_coordinates,connected,0.049125263338734446,0.07105658973620538,-0.32558886435808754,0.5229144109292102,connectivity_group
44,synthetic,direct_no_coordinates,disconnected,0.29200271517038345,0.5009862792907568,,0.0,connectivity_group
44,synthetic,direct_no_fiedler,connected,0.06273895921794506,0.07739074307561157,-0.5724547609209065,0.5292221842817941,connectivity_group
44,synthetic,direct_no_fiedler,disconnected,0.33529910675304775,0.5369462933516121,,0.0,connectivity_group
44,synthetic,residual_full,connected,0.044609111369017844,0.060245687364868336,0.04708962796232319,0.708422132765017,connectivity_group
44,synthetic,residual_full,disconnected,0.26500967999591546,0.4513679297652744,,0.0,connectivity_group
44,synthetic,residual_no_coordinates,connected,0.035467167108571444,0.047348176835442055,0.4114184444497906,0.7146187029620402,connectivity_group
44,synthetic,residual_no_coordinates,disconnected,0.27343679493402734,0.4641728001043953,,0.0,connectivity_group
44,synthetic,residual_no_fiedler,connected,0.03194699050406143,0.047391431418278306,0.41034256443808526,0.6985190781542998,connectivity_group
44,synthetic,residual_no_fiedler,disconnected,0.29626759086899895,0.4807170998570196,,0.0,connectivity_group
44,synthetic,spectral,connected,0.013734119513509037,0.04008789586860326,0.5780833639716964,0.9679766084279668,connectivity_group
44,synthetic,spectral,disconnected,0.8580004560945191,0.88305171035829,,0.0,connectivity_group
44,synthetic,summary_mlp,connected,0.06364364320372527,0.09645495572956253,-1.4425823727712013,0.3275293681598698,connectivity_group
44,synthetic,summary_mlp,disconnected,0.3433389725054012,0.5259368599876879,,0.0,connectivity_group
55,osm,deepsets,connected,0.10163935080712602,0.1584745034281217,-0.31036394380332966,0.3147275459201741,connectivity_group
55,osm,deepsets,disconnected,0.14330788341239228,0.2914626977933831,,0.0,connectivity_group
55,osm,direct_full,connected,0.07499444625859711,0.1475710496906559,-0.13625411278620336,0.6216425206211056,connectivity_group
55,osm,direct_full,disconnected,0.2132721444265334,0.4395789496187306,,0.0,connectivity_group
55,osm,direct_no_coordinates,connected,0.07364102959269493,0.14516280841562004,-0.09947120254533504,0.621598675101931,connectivity_group
55,osm,direct_no_coordinates,disconnected,0.1829809057584602,0.40623009118007947,,0.0,connectivity_group
55,osm,direct_no_fiedler,connected,0.07158319278257354,0.14103427519970477,-0.037821054729849424,0.6216601096617118,connectivity_group
55,osm,direct_no_fiedler,disconnected,0.1338292739998836,0.34807688681773924,,0.0,connectivity_group
55,osm,residual_full,connected,0.06718970168601865,0.13685838131386122,0.02272692542317889,0.7879123473667069,connectivity_group
55,osm,residual_full,disconnected,0.17991296184159256,0.39966175170800256,,0.0,connectivity_group
55,osm,residual_no_coordinates,connected,0.06142841708239155,0.131204748790773,0.10180166973767868,0.8068318137744078,connectivity_group
55,osm,residual_no_coordinates,disconnected,0.1318083038978022,0.3321428092798659,,0.0,connectivity_group
55,osm,residual_no_fiedler,connected,0.0593815497031629,0.1286156482947222,0.13690071355048028,0.8122942557258389,connectivity_group
55,osm,residual_no_fiedler,disconnected,0.102450174117071,0.2955033082132611,,0.0,connectivity_group
55,osm,spectral,connected,0.07306847295386479,0.14505656561502478,-0.09786241369913018,0.8750389491951386,connectivity_group
55,osm,spectral,disconnected,0.9652954492797677,0.9664997678951773,,0.0,connectivity_group
55,osm,summary_mlp,connected,0.07763449331093336,0.1467056198376418,-0.12296607545210914,0.4175206993622935,connectivity_group
55,osm,summary_mlp,disconnected,0.6247828804264312,0.7216645958274345,,0.0,connectivity_group
55,synthetic,deepsets,connected,0.08036134832835,0.14332583479093597,-1.3197757227175333,-0.04676769998178113,connectivity_group
55,synthetic,deepsets,disconnected,0.20086389935264984,0.34733601942297176,,0.0,connectivity_group
55,synthetic,direct_full,connected,0.04767450479449137,0.0925808018734344,0.03208122249458578,0.4445190664078707,connectivity_group
55,synthetic,direct_full,disconnected,0.161010486073792,0.3596767555468307,,0.0,connectivity_group
55,synthetic,direct_no_coordinates,connected,0.05221899224399381,0.09632978863993029,-0.0478961721019342,0.44250784572552,connectivity_group
55,synthetic,direct_no_coordinates,disconnected,0.17594524457429847,0.3914316281017813,,0.0,connectivity_group
55,synthetic,direct_no_fiedler,connected,0.0603309084808485,0.1018158369965938,-0.17065172862906142,0.44250784572552,connectivity_group
55,synthetic,direct_no_fiedler,disconnected,0.12144644216944774,0.3228712541112854,,0.0,connectivity_group
55,synthetic,residual_full,connected,0.030256799173327558,0.05815984108040109,0.6180175046751852,0.6819412483413053,connectivity_group
55,synthetic,residual_full,disconnected,0.1830142643302679,0.366896424550555,,0.0,connectivity_group
55,synthetic,residual_no_coordinates,connected,0.038534560025125134,0.061303287651409,0.5756105577288753,0.6751537955409065,connectivity_group
55,synthetic,residual_no_coordinates,disconnected,0.14561330061405897,0.33107669388371247,,0.0,connectivity_group
55,synthetic,residual_no_fiedler,connected,0.04625323525706098,0.07245246483287357,0.40720658776370167,0.6515639061881979,connectivity_group
55,synthetic,residual_no_fiedler,disconnected,0.1724109910428524,0.36136501780972835,,0.0,connectivity_group
55,synthetic,spectral,connected,0.01974963205092383,0.05873210264748521,0.6104635182637788,0.9716190614547227,connectivity_group
55,synthetic,spectral,disconnected,0.9035297046097864,0.9214700497503934,,0.0,connectivity_group
55,synthetic,summary_mlp,connected,0.0815209927075595,0.1701736619291427,-2.2702558259007084,0.2260586367702692,connectivity_group
55,synthetic,summary_mlp,disconnected,0.20511677907779813,0.393847466635943,,0.0,connectivity_group
11,osm,deepsets,1,0.11821222268151572,0.2719939830122341,0.5664114469165358,0.5596326824695913,failure_count_group
11,osm,deepsets,2-3,0.1095441665975767,0.24201408590714546,0.7194191083895625,0.7189100327171529,failure_count_group
11,osm,deepsets,4-5,0.11161331763526873,0.24831540438341138,0.6833985370664246,0.775874900541262,failure_count_group
11,osm,deepsets,6+,0.10031792023550351,0.2309326408815658,0.6394096162612195,0.7109557243158168,failure_count_group
11,osm,direct_full,1,0.11430586648188484,0.2919705944646257,0.5003827290876285,0.7166611718072815,failure_count_group
11,osm,direct_full,2-3,0.11166283719764772,0.2749400186621806,0.637879827312647,0.7940691547678673,failure_count_group
11,osm,direct_full,4-5,0.08726251299553699,0.2393122028556376,0.7059404542565131,0.878104886570675,failure_count_group
11,osm,direct_full,6+,0.07302521717473061,0.20828199372865813,0.7066764388319495,0.8370408311555321,failure_count_group
11,osm,direct_no_coordinates,1,0.1137370333473999,0.29569167497749266,0.48756662312533805,0.7222061579779049,failure_count_group
11,osm,direct_no_coordinates,2-3,0.11266881315634523,0.27580077816630666,0.6356088861701468,0.8130446326487072,failure_count_group
11,osm,direct_no_coordinates,4-5,0.09178031776745063,0.25032007804238215,0.6782659957245882,0.8953742137126386,failure_count_group
11,osm,direct_no_coordinates,6+,0.07231295054201113,0.2095541783483855,0.7030822600869444,0.890550530585662,failure_count_group
11,osm,direct_no_fiedler,1,0.11592652847341234,0.29178376748281615,0.5010219175852675,0.7222061579779049,failure_count_group
11,osm,direct_no_fiedler,2-3,0.11058550087380123,0.271753336808586,0.6462254607608146,0.7992924059541243,failure_count_group
11,osm,direct_no_fiedler,4-5,0.08376113818131557,0.23440758710105733,0.7178702253341915,0.8919426164139234,failure_count_group
11,osm,direct_no_fiedler,6+,0.0662104480648093,0.1981835012079998,0.7344303202758355,0.8899220592094751,failure_count_group
11,osm,residual_full,1,0.1064864625305635,0.2869460048220357,0.5174308224713603,0.7603804376496753,failure_count_group
11,osm,residual_full,2-3,0.11021349044009826,0.26948246034414797,0.6521133119553837,0.8749112989397901,failure_count_group
11,osm,residual_full,4-5,0.08086973566196176,0.22653271709725933,0.7365079834258641,0.9066251562518589,failure_count_group
11,osm,residual_full,6+,0.06061095336264261,0.19750154611852788,0.7362548414606179,0.8990536421732455,failure_count_group
11,osm,residual_no_coordinates,1,0.10867323374273424,0.29188839148229584,0.5006640193883076,0.7207532196953257,failure_count_group
11,osm,residual_no_coordinates,2-3,0.11286301262995342,0.2750580201883639,0.6375689238432284,0.8643600023839693,failure_count_group
11,osm,residual_no_coordinates,4-5,0.08745893245986001,0.24018169137470904,0.7037997704376666,0.9060103228086159,failure_count_group
11,osm,residual_no_coordinates,6+,0.07287843747503438,0.22219801568243638,0.6661711633363746,0.877524250658037,failure_count_group
11,osm,residual_no_fiedler,1,0.1053683963505342,0.28915233909137533,0.5099813220001155,0.847580269414538,failure_count_group
11,osm,residual_no_fiedler,2-3,0.10721543022933167,0.2706170276660937,0.6491778203718157,0.9015794626015845,failure_count_group
11,osm,residual_no_fiedler,4-5,0.08397350041998512,0.23450510966548335,0.7176354228441242,0.9063255092205368,failure_count_group
11,osm,residual_no_fiedler,6+,0.07512721414271634,0.22210498929485142,0.6664506292880694,0.8553671232576232,failure_count_group
11,osm,spectral,1,0.25154680950615743,0.48038296284896354,-0.3524910734315705,0.38704099288383886,failure_count_group
11,osm,spectral,2-3,0.41820767717055785,0.615977382410084,-0.8176335697522885,0.28064494148722474,failure_count_group
11,osm,spectral,4-5,0.634293282459447,0.7683608131373957,-2.0313494773155885,0.19622871872003547,failure_count_group
11,osm,spectral,6+,0.7344563496944747,0.8285035192835285,-3.6412206053583382,-0.0027185161040772813,failure_count_group
11,osm,summary_mlp,1,0.19427931305007165,0.384544266853225,0.13333372634372986,0.6997660184711105,failure_count_group
11,osm,summary_mlp,2-3,0.2678460892194334,0.44446332803282107,0.053656789058355914,0.7492365592514264,failure_count_group
11,osm,summary_mlp,4-5,0.41352081337442465,0.5717220248829673,-0.6783225874678989,0.7863106988948371,failure_count_group
11,osm,summary_mlp,6+,0.5427210672574536,0.6488612210272617,-1.8467356201427907,0.717331166377374,failure_count_group
11,synthetic,deepsets,1,0.019812505388489415,0.03423442229592368,-5.593034659539843,-0.0990695128626163,failure_count_group
11,synthetic,deepsets,2-3,0.03312022193826743,0.05323544487097483,-5.781607189039905,0.29501585402860125,failure_count_group
11,synthetic,deepsets,4-5,0.05867384196675859,0.09208664590260819,0.8518730600662966,0.42326268268500095,failure_count_group
11,synthetic,deepsets,6+,0.10501033422393902,0.21177369356865766,0.542736066731668,0.5415360791520238,failure_count_group
11,synthetic,direct_full,1,0.018913086998266455,0.020195592766558804,-1.2944181066446552,0.27539010065526726,failure_count_group
11,synthetic,direct_full,2-3,0.041290339762231947,0.12302657557460885,-35.21835544032617,0.3066425085478827,failure_count_group
11,synthetic,direct_full,4-5,0.09127952513393853,0.19931617257996254,0.3060537722727469,0.4313490232271958,failure_count_group
11,synthetic,direct_full,6+,0.1461542028496854,0.2914618043383176,0.1338637337065529,0.5023119786402731,failure_count_group
11,synthetic,direct_no_coordinates,1,0.013777583234401298,0.01604826216575482,-0.44882313591097334,0.27539010065526726,failure_count_group
11,synthetic,direct_no_coordinates,2-3,0.03504123844438759,0.08210883660887404,-15.132833534567265,0.2947193079867909,failure_count_group
11,synthetic,direct_no_coordinates,4-5,0.06887616275300959,0.13686857933083565,0.6727736559437283,0.3924011690509152,failure_count_group
11,synthetic,direct_no_coordinates,6+,0.10742941232219046,0.19814044670912112,0.5997151061875445,0.5179908378898817,failure_count_group
11,synthetic,direct_no_fiedler,1,0.02320397761210335,0.024272328540292817,-2.314226881468852,0.27539010065526726,failure_count_group
11,synthetic,direct_no_fiedler,2-3,0.05309511770459041,0.13815049184058467,-44.670495767233334,0.29495309623308685,failure_count_group
11,synthetic,direct_no_fiedler,4-5,0.08735802778010969,0.18145832257198205,0.42483225227169963,0.42888786340562984,failure_count_group
11,synthetic,direct_no_fiedler,6+,0.16237216220228848,0.3130803311848647,0.0006111626068651121,0.49428512430371707,failure_count_group
11,synthetic,residual_full,1,0.013546312987665935,0.024309605428343428,-2.3244145264083524,0.1604726108119967,failure_count_group
11,synthetic,residual_full,2-3,0.029676519152219062,0.052244774302186596,-5.531554724289839,0.18371446936916044,failure_count_group
11,synthetic,residual_full,4-5,0.06851036239597036,0.11699324707491761,0.7609094941506952,0.3671742808798646,failure_count_group
11,synthetic,residual_full,6+,0.11822150343780853,0.2214163157871583,0.5001471582777404,0.4578860611226443,failure_count_group
11,synthetic,residual_no_coordinates,1,0.005071502799846987,0.01020442994829093,0.41421688514058763,0.22930204969045,failure_count_group
11,synthetic,residual_no_coordinates,2-3,0.02369766223547646,0.12208341473513908,-34.665161227285076,0.5440043163204644,failure_count_group
11,synthetic,residual_no_coordinates,4-5,0.05603533727772579,0.1279476863284076,0.7140397846997341,0.6738762588519669,failure_count_group
11,synthetic,residual_no_coordinates,6+,0.1122845898310433,0.24137893021807338,0.4059518584325321,0.6871374135909417,failure_count_group
11,synthetic,residual_no_fiedler,1,0.003002147737412555,0.005347632733086242,0.8391272456313665,0.5242238024519449,failure_count_group
11,synthetic,residual_no_fiedler,2-3,0.008351355617319046,0.014247054818819903,0.5142855254256293,0.7185609504632268,failure_count_group
11,synthetic,residual_no_fiedler,4-5,0.0608080396705338,0.1425390346187415,0.6450980646527745,0.6860790647592677,failure_count_group
11,synthetic,residual_no_fiedler,6+,0.09595281667507032,0.18636487262341433,0.6458795243917093,0.6866469014662081,failure_count_group
11,synthetic,spectral,1,0.0019642071503143694,0.004826360213843936,0.86896152925231,0.9896004378762999,failure_count_group
11,synthetic,spectral,2-3,0.004569858963188373,0.00991492929416463,0.7647605809628162,0.9684385867500509,failure_count_group
11,synthetic,spectral,4-5,0.09081829118065146,0.2408450066732679,-0.013248652554067153,0.7898914094994381,failure_count_group
11,synthetic,spectral,6+,0.13356720934241914,0.3133101408370891,-0.0008565341473361077,0.7075817408999333,failure_count_group
11,synthetic,summary_mlp,1,0.011188385190063977,0.020462151183383907,-1.3553851351786443,0.2803175577246457,failure_count_group
11,synthetic,summary_mlp,2-3,0.019973367286312778,0.036431547316305775,-2.1760409188037375,0.12510593529910283,failure_count_group
11,synthetic,summary_mlp,4-5,0.06251101074646531,0.11832129920212442,0.755450600447219,0.4287999515914113,failure_count_group
11,synthetic,summary_mlp,6+,0.0976736064214362,0.20381867347320964,0.5764439723145891,0.529600627889962,failure_count_group
22,osm,deepsets,1,0.10576743658156916,0.2592594340826502,0.593168883028899,0.45147561984231904,failure_count_group
22,osm,deepsets,2-3,0.14181163067133135,0.2835103902900389,0.6060587764692555,0.6791341551457764,failure_count_group
22,osm,deepsets,4-5,0.13733796741118742,0.2717575907778032,0.6002664800255314,0.7613246300459898,failure_count_group
22,osm,deepsets,6+,0.1572480502938885,0.3003141160353972,0.3099722441427508,0.7036030085128889,failure_count_group
22,osm,direct_full,1,0.09506563012295959,0.26655389264105805,0.5699538302140713,0.679090066045639,failure_count_group
22,osm,direct_full,2-3,0.12506225021464096,0.2893723263871912,0.589599896816895,0.8116765745369595,failure_count_group
22,osm,direct_full,4-5,0.07828139872686368,0.2263982128762837,0.7225701486768159,0.8333337549501572,failure_count_group
22,osm,direct_full,6+,0.06481533995856444,0.1937737872765757,0.7127201782395378,0.8136886394569848,failure_count_group
22,osm,direct_no_coordinates,1,0.09428884534411107,0.26693568846786614,0.5687210031923294,0.6547004098293772,failure_count_group
22,osm,direct_no_coordinates,2-3,0.12238359508589114,0.2836473309904862,0.6056781229374821,0.7822719233779019,failure_count_group
22,osm,direct_no_coordinates,4-5,0.07832146651267864,0.22404230150870144,0.7283140053438351,0.8742710758563572,failure_count_group
22,osm,direct_no_coordinates,6+,0.0630325136860615,0.19028279388765704,0.7229780981856249,0.8852130458758668,failure_count_group
22,osm,direct_no_fiedler,1,0.09623166271756906,0.26591189109311647,0.5720228888861458,0.6407537226163382,failure_count_group
22,osm,direct_no_fiedler,2-3,0.12802747537373904,0.2965321572637087,0.5690398994314598,0.8099501329290782,failure_count_group
22,osm,direct_no_fiedler,4-5,0.07947455365343363,0.23062984372043058,0.7121022903459833,0.8252119324931254,failure_count_group
22,osm,direct_no_fiedler,6+,0.08979422265577935,0.2459661697485529,0.5371227629077081,0.7995106963809243,failure_count_group
22,osm,residual_full,1,0.09329474475279413,0.2695106069736502,0.560360454806378,0.6315311119647767,failure_count_group
22,osm,residual_full,2-3,0.12636580354714697,0.28779263235677616,0.5940684445632773,0.8728441047109986,failure_count_group
22,osm,residual_full,4-5,0.07936517857810133,0.22536859699834916,0.7250878067815375,0.8908857218382196,failure_count_group
22,osm,residual_full,6+,0.0651132807547799,0.19704481247405667,0.7029393826740608,0.8894617103882347,failure_count_group
22,osm,residual_no_coordinates,1,0.08966739665300957,0.2645666698502544,0.5763421213552473,0.7725463143406536,failure_count_group
22,osm,residual_no_coordinates,2-3,0.12089811480424124,0.2784266599212954,0.6200599244404622,0.8654245382836178,failure_count_group
22,osm,residual_no_coordinates,4-5,0.07146190892076153,0.20818930502536298,0.7654021480072647,0.8941681295555903,failure_count_group
22,osm,residual_no_coordinates,6+,0.06157334196072568,0.18267448932127944,0.7446882094669579,0.8760304881944136,failure_count_group
22,osm,residual_no_fiedler,1,0.09268752399216991,0.26883981645509253,0.5625461872563167,0.7010581595608919,failure_count_group
22,osm,residual_no_fiedler,2-3,0.12589612551528007,0.2897158826080905,0.5886248263361422,0.8758975966917382,failure_count_group
22,osm,residual_no_fiedler,4-5,0.07871787156434583,0.22628605426597373,0.7228449603783209,0.8890435120803313,failure_count_group
22,osm,residual_no_fiedler,6+,0.07504097663869982,0.2120282758698332,0.6560442047112237,0.8610485335784251,failure_count_group
22,osm,spectral,1,0.2391880820331206,0.47059675389735894,-0.3404261135153994,0.37246991692589354,failure_count_group
22,osm,spectral,2-3,0.41051959965436546,0.6064336665107442,-0.8024369279058992,0.2608908144332499,failure_count_group
22,osm,spectral,4-5,0.657958118639013,0.7823411402505847,-2.312832955864529,0.14657769014682498,failure_count_group
22,osm,spectral,6+,0.7655607867159566,0.8465713877236799,-4.483302934546499,-0.019994546497755717,failure_count_group
22,osm,summary_mlp,1,0.15209315071309307,0.3190242451906436,0.38398341438753747,0.5961328111272347,failure_count_group
22,osm,summary_mlp,2-3,0.22476508552692379,0.366036325179224,0.34333806371223174,0.7464743020665306,failure_count_group
