seed,domain,failure_mode,model,mae,rmse,r2,spearman
22,osm,spatial_cluster,direct_no_fiedler,0.08869040041935218,0.24963019714772025,0.6852365731003766,0.866812698435445
22,synthetic,independent,direct_no_coordinates,0.060368790392939596,0.12008622988340625,0.6692588332455267,0.5212621695324524
22,synthetic,spatial_cluster,direct_no_coordinates,0.059708215394905076,0.15390134391957067,0.6592597966712426,0.47623563578418837
22,osm,independent,direct_no_coordinates,0.10305048391650824,0.2567724166720577,0.6874759824230747,0.8700575277527307
22,osm,spatial_cluster,direct_no_coordinates,0.07233062228675698,0.21780877303841414,0.7603702345833271,0.9074051973576575
22,synthetic,independent,residual_full,0.039351605792989894,0.08161897304611443,0.8472138154681818,0.7734168718018773
22,synthetic,spatial_cluster,residual_full,0.03502428070124873,0.10715324302391957,0.8348231449409902,0.6661479008481236
22,osm,independent,residual_full,0.1036359965746224,0.2584709951784848,0.6833275431872134,0.8974576484395368
22,osm,spatial_cluster,residual_full,0.07569905508688567,0.22425929018325086,0.7459665467580915,0.9004491886980314
22,synthetic,independent,residual_no_fiedler,0.04044885079615092,0.07833251616162511,0.8592702269090748,0.7654164580950584
22,synthetic,spatial_cluster,residual_no_fiedler,0.03894062806639496,0.1198465649168574,0.793371732169272,0.6868161394353917
22,osm,independent,residual_no_fiedler,0.10298751834004995,0.261121876758979,0.6767986408309783,0.8950038050309478
22,osm,spatial_cluster,residual_no_fiedler,0.0821640851746725,0.2318108942834217,0.7285700852569387,0.9022444082343368
22,synthetic,independent,residual_no_coordinates,0.0369141295194648,0.0786319073778098,0.8581924171358025,0.8016619057934545
22,synthetic,spatial_cluster,residual_no_coordinates,0.03520612285750877,0.10452653247833602,0.8428220425510026,0.7251827227688389
22,osm,independent,residual_no_coordinates,0.09902595813852434,0.24858769293976193,0.7070821018784516,0.899289052961488
22,osm,spatial_cluster,residual_no_coordinates,0.06980071037301101,0.20999485441272658,0.7772553242940047,0.8970712649339242
22,synthetic,independent,deepsets,0.06648383888372514,0.12304425049871492,0.652764208565008,0.3612459633389688
22,synthetic,spatial_cluster,deepsets,0.09187563951756253,0.15857520018236418,0.6382495414159044,0.5031918919478638
22,osm,independent,deepsets,0.11290228384845738,0.26127300298124684,0.6764244222053997,0.778652537013748
22,osm,spatial_cluster,deepsets,0.16991823917491894,0.3039233507867324,0.5334285472211058,0.8001296943193247
22,synthetic,independent,summary_mlp,0.05651089777802296,0.12380602235264362,0.6484513981529763,0.4285376951571575
22,synthetic,spatial_cluster,summary_mlp,0.07517551833725707,0.15079116508821164,0.6728926163984386,0.4606258150249894
22,osm,independent,summary_mlp,0.2582450052033454,0.38993773952328864,0.27926236396615545,0.8303527094622148
22,osm,spatial_cluster,summary_mlp,0.2767709199419073,0.38623306429191107,0.2464901654668703,0.8185640800804594
22,synthetic,independent,spectral,0.060980160915457694,0.19386231751426738,0.1380369805353262,0.9327985559675003
22,synthetic,spatial_cluster,spectral,0.07697065767754065,0.23565349308873226,0.2011112285925193,0.9572864704004074
22,osm,independent,spectral,0.5073924862041328,0.679624491966787,-1.189397935448247,0.32808245968261845
22,osm,spatial_cluster,spectral,0.638706829772136,0.7739410457623065,-2.0255601083659514,0.32091096704075434
33,synthetic,independent,direct_full,0.0770149945734022,0.13519438307155338,0.6911381377939578,0.39842751758068884
33,synthetic,spatial_cluster,direct_full,0.10921118063294438,0.22279426131139,0.6764142406395677,0.446791270338963
33,osm,independent,direct_full,0.115412217386668,0.2766378008771759,0.6395835153172014,0.7738875178932837
33,osm,spatial_cluster,direct_full,0.08463248319583175,0.20529181675240926,0.7846063412477674,0.7917409338774988
33,synthetic,independent,direct_no_fiedler,0.059862785505224045,0.08730005380453112,0.8712118182891446,0.6682039758862992
33,synthetic,spatial_cluster,direct_no_fiedler,0.10103523241658505,0.21203548187400736,0.7069116990312934,0.7475487341270342
33,osm,independent,direct_no_fiedler,0.10626317767349121,0.2657579464743287,0.6673755893987006,0.8651261430506244
33,osm,spatial_cluster,direct_no_fiedler,0.07772740727580413,0.22566215881114987,0.7397401864474693,0.8208324989998192
33,synthetic,independent,direct_no_coordinates,0.05840530545576517,0.08707387046280973,0.8718783013969409,0.721598469577909
33,synthetic,spatial_cluster,direct_no_coordinates,0.0977833148777583,0.21382344419567328,0.7019479991239741,0.7336673087659685
33,osm,independent,direct_no_coordinates,0.10791973351228043,0.2691230392002083,0.6588987140928501,0.8369576139784133
33,osm,spatial_cluster,direct_no_coordinates,0.13201978076321128,0.29357704808755225,0.5595122491931258,0.8101890126195848
33,synthetic,independent,residual_full,0.038525574286901745,0.06689673747266976,0.9243764841018094,0.8870590796737855
33,synthetic,spatial_cluster,residual_full,0.0839250107074832,0.2005623427883618,0.737771320354978,0.8730588264656391
33,osm,independent,residual_full,0.09923197153421505,0.2609182405391033,0.679380094388405,0.903642135453704
33,osm,spatial_cluster,residual_full,0.07476144683190043,0.2151427242420682,0.7634390996696419,0.8933373573755001
