failure_mode,direct_mae,residual_mae,direct_minus_residual,ci_low,ci_high,countries,seeds
independent,0.18176075389655508,0.14459953586881594,0.03716121802773913,-0.14748894709283797,0.16784952269928619,6,5
spatial_cluster,0.06133527672988492,0.1486913967899096,-0.0873561200600247,-0.2942136181753447,0.02919057419306514,6,5
targeted,0.25803602385105834,0.19585155115756708,0.06218447269349127,0.016911632332018305,0.11526505279104667,6,5
