,mae,mae,rmse,rmse,r2,r2,spearman,spearman
,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,
gcn,0.06559257928773357,0.01323566382496939,0.14921079740849952,0.027344629559996534,0.5463821096997279,0.09517496624555018,0.6278532460806592,0.05709736289099355
spectral_first_order,0.06515056605174,0.024313586169141525,0.208954485094985,0.05079277842751855,0.1331435013636228,0.12221440865149345,0.9507481354479612,0.017157682473317323
train_mean_constant,0.12003621295329078,0.021736460341913604,0.22436417223823435,0.04230166179611555,-0.007684016018933493,0.011888722082535318,0.0,0.0
