nodes,edges,exact_ms,setup_ms,amortized_ms,update_ms,gnn_ms,spectral_mae,hybrid_ms
1000,2047.0,14.204049987408021,14.561349875293672,0.09477802587207407,0.0802166759967804,1.1288783396594226,0.0042587098357063325,1.2236563655314967
2000,4141.0,32.927083394800626,35.23905004840344,0.10718903523714592,0.07194998518874247,2.1790266619063914,0.0018865671197939033,2.2862156971435375
5000,10427.5,132.84673328356197,113.21380012668669,0.18334712421831983,0.07013332409163316,4.968273333118607,0.0006943274595499023,5.151620457336927
10000,20973.5,322.7066333250453,320.9523999830708,0.3932523684343323,0.07229996845126152,10.281329997815192,0.0003722618772867116,10.674582366249524
20000,42082.5,1302.442583294275,1335.312300012447,1.4124289135991905,0.07711661358674367,21.75713999895379,0.00019169372790072705,23.16956891255298
