nodes,edges,exact_ms,update_ms,amortized_ms,gnn_ms,spectral_mae
50,636.6666666666666,8.373846664714318,0.0969266751781106,0.9381300148864589,0.6677106682521601,0.0015800842265645315
100,1478.3333333333333,13.412153317282597,0.09072665125131607,0.8888566556076212,0.7049006642773747,0.0003616231966153541
200,4038.0,14.621896661507588,0.08768331414709489,1.6802899772301318,0.9561683346206944,8.738778679939515e-05
400,9899.0,37.03362667777886,0.11284667222450177,3.5110666727026314,2.030214332820227,2.526588985540607e-05
800,23331.0,92.61480670732756,0.10525997107227644,8.788039969901243,5.919911665841937,9.070613472788105e-06
