,,mae,mae,rmse,rmse,r2,r2,spearman,spearman
,,mean,std,mean,std,mean,std,mean,std
domain,model,,,,,,,,
osm,direct_full,0.10967276623397822,0.019089333047909978,0.2694415333605817,0.02149235262373486,0.6492057797909708,0.06034753598878029,0.8638755379032199,0.022253661937288394
osm,direct_no_fiedler,0.10846773994279395,0.014981440124520103,0.2693831852565462,0.021486886744219166,0.6494659439190016,0.058693461914853896,0.8564902045280121,0.023726709652790796
osm,residual_full,0.10177034375948457,0.015546881294864898,0.2634539618971284,0.01859533330086136,0.6647501718348707,0.05382289432548096,0.9269458664372993,0.011942741779792194
osm,spectral,0.5662364285566609,0.03504511185415897,0.7238999988562199,0.025755381828651412,-1.519280061494004,0.22540152334423952,0.37199418900183995,0.06522417594184626
synthetic,direct_full,0.06559257928773357,0.01323566382496939,0.14921079740849952,0.027344629559996534,0.5463821096997279,0.09517496624555018,0.6278532460806592,0.05709736289099355
synthetic,direct_no_fiedler,0.06942034089925386,0.013335323633185325,0.15174493288965163,0.03507941133498588,0.5372490287569661,0.0909853594384713,0.6308254996958595,0.05424547126001601
synthetic,residual_full,0.03899297704809841,0.009851691430518237,0.10825793576608231,0.0320329075959361,0.7633124762687872,0.07589184343771796,0.8763942628104537,0.037458294703871055
synthetic,spectral,0.06515056605174,0.024313586169141525,0.208954485094985,0.05079277842751855,0.1331435013636228,0.12221440865149345,0.9507481354479612,0.017157682473317323
